"","Kingdom","Phylum","Class","Order","Family","Genus"
"Otu16732","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaerales_unclassified","Salinisphaerales_unclassified"
"Otu16846","Bacteria","Chloroflexi","Dehalococcoidia","Dehalococcoidia_unclassified","Dehalococcoidia_unclassified","Dehalococcoidia_unclassified"
"Otu16945","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"Otu16955","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_unclassified"
"Otu17008","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","UASB-TL25","UASB-TL25_ge"
"Otu17025","Bacteria","Firmicutes","Limnochordia","Limnochordales","Limnochordaceae","Limnochordaceae_ge"
"Otu17091","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Gracilibacillus"
"Otu17106","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia"
"Otu17124","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_2","Alkaliphilus"
"Otu17207","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium"
"Otu17540","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","AAP99"
"Otu17548","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","uncultured"
"Otu17761","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium"
"Otu17819","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Frateuria"
"Otu17957","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerospora"
"Otu17958","Bacteria","Proteobacteria","Gammaproteobacteria","uncultured","uncultured_fa","uncultured_ge"
"Otu18202","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Pseudogracilibacillus"
"Otu18317","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexales_unclassified","Chloroflexales_unclassified"
"Otu18351","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Otu18398","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Cyclobacteriaceae_unclassified"
"Otu18473","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Myxococcaceae_unclassified"
"Otu18491","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Stigmatella"
"Otu18537","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa","Gastranaerophilales_ge"
"Otu18538","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","uncultured"
"Otu18548","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia"
"Otu18581","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Baia"
"Otu18630","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","Rhodothermaceae_unclassified"
"Otu18639","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","uncultured"
"Otu18718","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Blastopirellula"
"Otu18946","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","uncultured"
"Otu19040","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Camelimonas"
"Otu19106","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas"
"Otu19112","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoflavimicrobium"
"Otu19138","Bacteria","Proteobacteria","Gammaproteobacteria","CCM19a","CCM19a_fa","CCM19a_ge"
"Otu19164","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ureibacillus"
"Otu19280","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"Otu19354","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillaceae_unclassified"
"Otu19428","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","MWH-CFBk5","MWH-CFBk5_ge"
"Otu19446","Bacteria","Firmicutes","BRH-c20a","BRH-c20a_or","BRH-c20a_fa","BRH-c20a_ge"
"Otu19629","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium"
"Otu19993","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Piscinibacter"
"Otu20151","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella"
"Otu20245","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","uncultured"
"Otu20359","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcaceae_unclassified"
"Otu20379","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Salinispora"
"Otu20401","Bacteria","Patescibacteria","WWE3","WWE3_or","WWE3_fa","WWE3_ge"
"Otu20426","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Nodosilineaceae","Nodosilinea_PCC-7104"
"Otu20634","Bacteria","Acidobacteria","AT-s3-28","AT-s3-28_or","AT-s3-28_fa","AT-s3-28_ge"
"Otu20680","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Epulopiscium"
"Otu20791","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosomaceae_unclassified"
"Otu20906","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Candidatus_Chloroploca"
"Otu21011","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014"
"Otu21057","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria_fa","Candidatus_Peregrinibacteria_ge"
"Otu21103","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Pleomorphomonadaceae_unclassified"
"Otu21313","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Humibacter"
"Otu21328","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","uncultured"
"Otu21415","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Rhodoligotrophos"
"Otu21455","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas"
"Otu21719","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Fontimonas"
"Otu21777","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia"
"Otu21846","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Jiangella"
"Otu21930","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","uncultured","uncultured_ge"
"Otu21985","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillaceae_unclassified"
"Otu22024","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Fodinicurvataceae","uncultured"
"Otu22045","Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae","Holosporaceae_unclassified"
"Otu22149","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","Thermomicrobiaceae","Thermomicrobiaceae_unclassified"
"Otu22154","Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Acidiferrobacter"
"Otu22206","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus"
"Otu22237","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter"
"Otu22302","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Moranbacteria","Candidatus_Moranbacteria_fa","Candidatus_Moranbacteria_ge"
"Otu22393","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Amesbacteria","Candidatus_Amesbacteria_fa","Candidatus_Amesbacteria_ge"
"Otu22526","Bacteria","Omnitrophicaeota","Omnitrophicaeota_unclassified","Omnitrophicaeota_unclassified","Omnitrophicaeota_unclassified","Omnitrophicaeota_unclassified"
"Otu22536","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Waddliaceae","Waddlia"
"Otu22753","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutales_unclassified","Opitutales_unclassified"
"Otu22788","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix"
"Otu22915","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Persicitalea"
"Otu23155","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Isosphaera"
"Otu23316","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Novibacillus"
"Otu23327","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Effusibacillus"
"Otu23415","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Ammoniibacillus"
"Otu23511","Bacteria","Firmicutes","Bacilli","Bacillales","Family_XI","Gemella"
"Otu23844","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","GCA-900066225"
"Otu24070","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI_cluster"
"Otu24334","Bacteria","Proteobacteria","Gammaproteobacteria","BD72BR169","BD72BR169_fa","BD72BR169_ge"
"Otu24350","Bacteria","Proteobacteria","Gammaproteobacteria","Competibacterales","Competibacteraceae","Plasticicumulans"
"Otu24447","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus_Rubidus"
"Otu24530","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Tsukamurellaceae","Tsukamurella"
"Otu24547","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia"
"Otu24549","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardiaceae_unclassified"
"Otu24560","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"Otu24601","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rivibacter"
"Otu24644","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella"
"Otu24647","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Gallionellaceae","Candidatus_Nitrotoga"
"Otu24698","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Curtissbacteria","Candidatus_Curtissbacteria_fa","Candidatus_Curtissbacteria_ge"
"Otu24900","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Neisseria"
"Otu24925","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Candidatus_Dichloromethanomonas"
"Otu25005","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangium"
"Otu25040","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paeniglutamicibacter"
"Otu25186","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Pacebacteria","Candidatus_Pacebacteria_fa","Candidatus_Pacebacteria_ge"
"Otu25228","Bacteria","Patescibacteria","ABY1","Candidatus_Kerfeldbacteria","Candidatus_Kerfeldbacteria_fa","Candidatus_Kerfeldbacteria_ge"
"Otu25622","Bacteria","Patescibacteria","ABY1","Candidatus_Falkowbacteria","Candidatus_Falkowbacteria_fa","Candidatus_Falkowbacteria_ge"
"Otu25829","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira"
"Otu25990","Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu26120","Bacteria","Gemmatimonadetes","Gemmatimonadetes_unclassified","Gemmatimonadetes_unclassified","Gemmatimonadetes_unclassified","Gemmatimonadetes_unclassified"
"Otu26268","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiales_unclassified","Streptosporangiales_unclassified"
"Otu26281","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Elizabethkingia"
"Otu26344","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriales_unclassified","Flavobacteriales_unclassified"
"Otu26364","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured"
"Otu26366","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Gimesiaceae","Gimesiaceae_unclassified"
"Otu26375","Bacteria","Firmicutes","Bacilli","uncultured","uncultured_fa","uncultured_ge"
"Otu26388","Bacteria","Firmicutes","Clostridia","Clostridiales","Caldicoprobacteraceae","Caldicoprobacter"
"Otu26392","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XVIII","Family_XVIII_unclassified"
"Otu26449","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Family_XI_unclassified"
"Otu26466","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Oligoflexaceae_ge"
"Otu26474","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Sporacetigenium"
"Otu26633","Bacteria","Patescibacteria","Parcubacteria","GWA2-38-13b","GWA2-38-13b_fa","GWA2-38-13b_ge"
"Otu26645","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_ge"
"Otu26662","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Antricoccus"
"Otu26760","Bacteria","Tenericutes","Mollicutes","Haloplasmatales","Haloplasmataceae","Haloplasma"
"Otu26793","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriia_unclassified","Acidobacteriia_unclassified","Acidobacteriia_unclassified"
"Otu26846","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadales_unclassified","Selenomonadales_unclassified"
"Otu26866","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Staskawiczbacteria","Candidatus_Staskawiczbacteria_fa","Candidatus_Staskawiczbacteria_ge"
"Otu26900","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","Nitrosococcaceae_unclassified"
"Otu26917","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"Otu26951","Bacteria","Fibrobacteres","Fibrobacteres_unclassified","Fibrobacteres_unclassified","Fibrobacteres_unclassified","Fibrobacteres_unclassified"
"Otu26991","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Collierbacteria","Candidatus_Collierbacteria_fa","Candidatus_Collierbacteria_ge"
"Otu27001","Bacteria","Proteobacteria","Gammaproteobacteria","sediment-surface35","sediment-surface35_fa","sediment-surface35_ge"
"Otu27036","Bacteria","Patescibacteria","ABY1","Candidatus_Kuenenbacteria","Candidatus_Kuenenbacteria_fa","Candidatus_Kuenenbacteria_ge"
"Otu27133","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Thermus"
"Otu27250","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Elsteraceae","Elsteraceae_unclassified"
"Otu27845","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis"
"Otu27847","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Pilimelia"
"Otu27886","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Catellatospora"
"Otu27900","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_2"
"Otu27906","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","A2"
"Otu27975","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"Otu27987","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Haloimpatiens"
"Otu28034","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"Otu28136","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-009"
"Otu28149","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Nibribacter"
"Otu28162","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Finegoldia"
"Otu28173","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter"
"Otu28225","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","uncultured"
"Otu28351","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Beijerinckiaceae_ge"
"Otu28357","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter"
"Otu28375","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium"
"Otu28376","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5"
"Otu28857","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13","PLTA13_fa","PLTA13_ge"
"Otu28858","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthellaceae_unclassified"
"Otu29084","Bacteria","Fibrobacteres","Chitinivibrionia","uncultured","uncultured_fa","uncultured_ge"
"Otu29145","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Martelella"
"Otu29362","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Brevifollis"
"Otu29484","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Haloferula"
"Otu29489","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"Otu29977","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerobacterium"
"Otu30051","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Youhaiella"
"Otu30168","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobium"
"Otu30364","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonadaceae_unclassified"
"Otu30397","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Yonghaparkia"
"Otu30477","Bacteria","Latescibacteria","Latescibacteria_unclassified","Latescibacteria_unclassified","Latescibacteria_unclassified","Latescibacteria_unclassified"
"Otu30990","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Gallionellaceae","Gallionella"
"Otu31115","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Vogesella"
"Otu31256","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chitinimonadaceae","Chitinivorax"
"Otu31664","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacteriaceae_unclassified"
"Otu32165","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"Otu32315","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu32346","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"Otu32670","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylophilus"
"Otu32698","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","Thermomicrobiaceae","Sphaerobacter"
"Otu32802","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Crenobacter"
"Otu33125","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Melghirimyces"
"Otu33129","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Sinibacillus"
"Otu33781","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Povalibacter"
"Otu34138","Bacteria","Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","Phormidesmis_ANT.L52.6"
"Otu34200","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Schlesneriaceae","Schlesneriaceae_unclassified"
"Otu34639","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora"
"Otu34689","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Friedmanniella"
"Otu35707","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthyaceae_ge"
"Otu35878","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonellaceae_unclassified"
"Otu35913","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_unclassified","Rhodospirillales_unclassified"
"Otu35923","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodopirillaceae","Defluviicoccus"
"Otu35950","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"Otu36018","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Fodinicurvataceae","Rhodovibrio"
"Otu36137","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillaceae_ge"
"Otu36363","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Thermosporothrix"
"Otu36559","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Papillibacter"
"Otu36567","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Oxobacter"
"Otu36569","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Pelotomaculum"
"Otu36571","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Gottschalkia"
"Otu36728","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_6"
"Otu36748","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","uncultured"
"Otu36774","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"Otu36780","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Anaerofustis"
"Otu36785","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Tepidimicrobium"
"Otu36793","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_unclassified"
"Otu36820","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Robinsoniella"
"Otu36951","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_ge"
"Otu37479","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillaceae_unclassified"
"Otu37482","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","uncultured"
"Otu37511","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Seinonella"
"Otu37540","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptacidiphilus"
"Otu37645","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Terribacillus"
"Otu37648","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus"
"Otu37688","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus"
"Otu37706","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Cerasibacillus"
"Otu37713","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus"
"Otu37732","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","uncultured"
"Otu37759","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus"
"Otu37764","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured"
"Otu37778","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Polycladomyces"
"Otu37780","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Caryophanon"
"Otu38203","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharomonospora"
"Otu38209","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Goodfellowiella"
"Otu38384","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium"
"Otu38497","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Oscillochloris"
"Otu38501","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetitomaculum"
"Otu38502","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2"
"Otu38547","Bacteria","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliobacteriaceae_unclassified"
"Otu38563","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"Otu38693","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agrococcus"
"Otu38745","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae","Demequinaceae_unclassified"
"Otu38931","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Cryobacterium"
"Otu38974","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"Otu38977","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae","Demequina"
"Otu39114","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Pseudoclavibacter"
"Otu39692","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Sedimentibacter"
"Otu39697","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia"
"Otu39717","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013"
"Otu41831","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"Otu42062","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Xylophilus"
"Otu42063","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Verticia"
"Otu42145","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Paucimonas"
"Otu42179","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Azohydromonas"
"Otu42448","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Thermoanaerobaculaceae_unclassified"
"Otu43142","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pandoraea"
